"id","fecha","alcance","ronda","fuente","consulta","url","resultados_revisados","universo_informado","enumeracion_completa","observaciones"
"B012b","2026-08-10","herramientas",0,"GitHub API repository","ThSQCA","https://api.github.com/repos/im-research-yt/ThSQCA",1,no_identificado,"no_aplica","Repositorio enlazado desde CRAN; el objeto de API identificable informó pushed_at 2026-07-31T15:06:22Z y html_url https://github.com/im-research-yt/ThSQCA."
"B013","2026-08-10","herramientas",0,"OpenAlex","citas hacia delante de A Robustness Test Protocol for Applied QCA","https://api.openalex.org/works?filter=cites:W3196659537&per-page=10",10,"129","no","Se revisaron las primeras diez de 129 obras citantes registradas por OpenAlex para el protocolo de robustez."
"B014","2026-08-10","herramientas",0,"CRAN Search","fsQCA reliability validity","https://search.r-project.org/?P=fsQCA%20reliability%20validity&SORT=&HITSPERPAGE=20",0,"0","si","Variante relajada de B003; CRAN Search también respondió No documents match your query."
"B015","2026-08-10","herramientas",0,"Sitio oficial dcal","dcal direct calibration fuzzy sets","https://grundrisse.org/qca/dcal",1,no_identificado,"no_aplica","Se revisó la aplicación primaria completa y su JavaScript de calibración directa con tres anclas."
"B016","2026-08-10","herramientas",0,"Fuente oficial fuzz","fuzz direct calibration Excel LibreOffice","https://grundrisse.org/qca/download/fuzz.txt",1,no_identificado,"no_aplica","Se revisó el código fuente completo de la macro FUZZ y su licencia Apache-2.0."
"B017","2026-08-10","herramientas",0,"CRAN Archive","QCAfalsePositive package manual source","https://cran.r-project.org/src/contrib/Archive/QCAfalsePositive/",3,"3","si","Se revisaron las tres versiones archivadas; 1.1.1 es la última. También se contrastaron DESCRIPTION, NAMESPACE y manuales del tarball 1.1.1 con la ficha CRAN archivada."
"B018","2026-08-10","estudios",0,"Zenodo API","fsQCA","https://zenodo.org/api/records?q=fsQCA&size=25",25,"171","no","La API informó 171 registros; se revisaron materialmente los primeros 25 y se siguieron los depósitos con archivos de datos o resultados."
"B019","2026-08-10","estudios",0,"Zenodo API","fsQCA AND resource_type.type:dataset","https://zenodo.org/api/records?q=fsQCA%20AND%20resource_type.type%3Adataset&size=25",25,"31","no","La API informó 31 datasets; se revisaron los primeros 25. Ninguno de los candidatos examinados reunió publicación, datos brutos, anclas, umbrales, código y resultado comparable."
"B020","2026-08-10","estudios",0,"OSF API","fsQCA","https://api.osf.io/v2/search/?q=fsQCA&page%5Bsize%5D=25",0,no_identificado,"no_aplica","El endpoint respondió HTTP 404 Not found; no se atribuyó ningún resultado a esta consulta fallida."
"B021","2026-08-10","estudios",0,"Harvard Dataverse API","fsQCA","https://dataverse.harvard.edu/api/search?q=fsQCA&type=dataset&per_page=25",25,"44","no","La API informó 44 datasets y se revisaron los primeros 25; de aquí proceden los principales candidatos auditados archivo por archivo."
"B022","2026-08-10","estudios",0,"OpenAlex","fsQCA supplementary material code survey Likert","https://api.openalex.org/works?search=fsQCA%20supplementary%20material%20code%20survey%20Likert&per-page=20",20,"262","no","Se revisaron los primeros 20 de 262 resultados para localizar estudios con encuesta, escalas Likert y material suplementario."
"B023","2026-08-10","estudios",0,"GitHub API repositories","fsQCA calibration replication data","https://api.github.com/search/repositories?q=fsQCA%20calibration%20replication%20data&per_page=20",0,"0","si","La API informó total_count 0 para la consulta exacta. Los scripts encontrados por enlaces de publicaciones se verificaron en sus depósitos primarios."
"B024","2026-08-10","estudios",0,"Crossref","fsQCA replication data supplementary material","https://api.crossref.org/works?query=fsQCA%20replication%20data%20supplementary%20material&rows=20",20,"4164845","no","Se revisaron los 20 registros devueltos de 4164845 coincidencias; la amplitud se debe a la semántica no conjuntiva de query y se usó sólo para rastreo."
"B025","2026-08-10","estudios",0,"Harvard Dataverse API","fsQCA Ragin Schneider Wagemann replication","https://dataverse.harvard.edu/api/search?q=fsQCA%20Ragin%20Schneider%20Wagemann%20replication&type=dataset&per_page=20",20,"50700","no","Se revisaron los primeros 20 de 50700 resultados; la API interpretó los términos de forma amplia y permitió rastrear paquetes de autores metodológicos sin tratar el conteo como precisión."
"B026","2026-08-10","estudios",0,"Buscador web - lote","site:osf.io fsQCA \replication data\ | site:zenodo.org fsQCA replication data code | site:dataverse.harvard.edu fsQCA replication data | \fsQCA\ \supplementary material\ dataset code calibration thresholds","https://www.google.com/search?q=%22fsQCA%22+%22supplementary+material%22+dataset+code+calibration+thresholds",17,no_identificado,"no","Se revisaron 17 tarjetas devueltas en el lote; sirvieron para contrastar que una declaración de disponibilidad no equivalía a archivos verificables."
"B027","2026-08-10","estudios",0,"Buscador web - lote","zenodo API records fsQCA site:zenodo.org/records | OSF fsQCA site:osf.io | Dataverse fsQCA dataset site:dataverse.harvard.edu/dataset.xhtml | fsQCA replication package data code","https://www.google.com/search?q=fsQCA+replication+package+data+code",19,no_identificado,"no","Se revisaron 19 tarjetas devueltas en el lote y se siguieron únicamente enlaces primarios de repositorio o publicación."
"B028","2026-08-10","estudios",0,"Buscador web - lote","Fuzzy Sets on Shaky Ground DOI publication | Temporary Use Stabilization fsQCA Chang DOI | Leveraging digital connectivity fsQCA DOI | Replicating carbon strategy financial performance fsQCA DOI","https://www.google.com/search?q=%22Fuzzy+Sets+on+Shaky+Ground%22+DOI+publication",17,no_identificado,"no","Se revisaron 17 tarjetas del lote para resolver DOI y correspondencia entre publicación y depósito; los datos se confirmaron después en las fuentes primarias."
"B029","2026-08-10","estudios",0,"Buscador web - lote","10.1017/ipo.2020.18 | 10.33458/uidergisi.1153307 | 10.1057/s41599-025-04372-3 | 10.1177/0049124114532446","https://www.google.com/search?q=%2210.33458%2Fuidergisi.1153307%22",15,no_identificado,"no","Se revisaron 15 tarjetas devueltas y se abrieron las páginas oficiales de Cambridge, DergiPark, Nature y SAGE para confirmar metadatos, variables y resultados."
"B030","2026-08-10","estudios",0,"Buscador web - lote","\Script_appendix.R\ \10.1002/eet.1978\ | site:onlinelibrary.wiley.com 10.1002/eet.1978 supplementary material | site:dataverse.harvard.edu 10.1002/eet.1978 fsQCA | \Policy coherence in the Nordic bioeconomy\ replication data code","https://www.google.com/search?q=%22Script_appendix.R%22+%2210.1002%2Feet.1978%22",13,no_identificado,"no","Se revisaron 13 tarjetas del lote. El texto primario indexado expone datos brutos, anclas, umbral y resultado, pero el script anunciado no pudo abrirse por HTTP 403/intersticial del editor."
"B031","2026-08-10","estudios",0,"Buscador web - documentación OSF","site:developer.osf.io API nodes filter title search | site:api.osf.io/v2/nodes fsQCA | site:help.osf.io search OSF projects API","https://developer.osf.io/",12,no_identificado,"no","Se revisaron 12 tarjetas y la documentación oficial: las colecciones se filtran con filter[campo] y las cadenas admiten icontains. Esto corrigió el endpoint inválido de B020."
"B032","2026-08-10","estudios",0,"OSF API nodes","filter[title][icontains]=fsQCA","https://api.osf.io/v2/nodes/?filter%5Btitle%5D%5Bicontains%5D=fsQCA&page%5Bsize%5D=100",6,"6","si","El endpoint documentado respondió HTTP 200; links.meta.total informó 6 y se revisaron los 6 proyectos públicos devueltos."
"B033","2026-08-10","estudios",0,"Buscador web - lote","site:onlinelibrary.wiley.com/doi/full/10.1002/eet.1978 TABLE 5 consistency | 0.9 consistency threshold | Script_appendix.R | site:pure.au.dk eet.1978 appendix raw data","https://www.google.com/search?q=site%3Aonlinelibrary.wiley.com%2Fdoi%2Ffull%2F10.1002%2Feet.1978+%22TABLE+5%22+consistency",13,no_identificado,"no","Se revisaron 13 tarjetas. La fuente primaria indexada confirma corte de necesidad 0.90, matriz de consistencias de Tabla 5, datos brutos y que el estudio no realiza análisis de suficiencia."
"B034","2026-08-10","estudios",0,"Buscador web - lote","Combining structural and sequential ambidexterity DOI | Dataset Variable Information fsQCA MOR 2021 | site:osf.io/84bxs | site:osf.io/u7mfe","https://www.google.com/search?q=%22Combining+structural+and+sequential+ambidexterity%22+DOI",18,no_identificado,"no","Se revisaron 18 tarjetas y se resolvió el DOI 10.1017/mor.2022.41 para el candidato OSF 84bxs."
"B035","2026-08-10","estudios",0,"Buscador web - lote","Combining Structural and Sequential Ambidexterity calibration thresholds frequency consistency | full membership | truth table 0.8 | 10.1017/mor.2022.41 pdf","https://www.google.com/search?q=%22Combining+Structural+and+Sequential+Ambidexterity%22+calibration+thresholds+frequency+consistency",18,no_identificado,"no","Se revisaron 18 tarjetas. El texto completo no fue público, por lo que los parámetros se verificaron directamente en Truth Table.out del OSF y la licencia en el nodo API."
"B036","2026-08-11","estudios",1,"Zenodo API","q=fsQCA AND resource_type.type:dataset; size=100","https://zenodo.org/api/records?q=fsQCA%20AND%20resource_type.type%3Adataset&size=100",0,"NA","no","La consulta predefinida respondió HTTP 400: Zenodo limita size a 25 sin autenticación; la enumeración pública se completó en B037-B038."
"B037","2026-08-11","estudios",1,"Zenodo API","q=fsQCA AND resource_type.type:dataset; size=25; page=1","https://zenodo.org/api/records?q=fsQCA%20AND%20resource_type.type%3Adataset&size=25&page=1",25,"31","si","Página 1 de 2 del fallback público; 25 registros. El total de la API fue 31."
"B038","2026-08-11","estudios",1,"Zenodo API","q=fsQCA AND resource_type.type:dataset; size=25; page=2","https://zenodo.org/api/records?q=fsQCA%20AND%20resource_type.type%3Adataset&size=25&page=2",6,"31","si","Página 2 de 2 del fallback público; 6 registros. La página corta cerró la enumeración de 31."
"B039","2026-08-11","estudios",1,"Harvard Dataverse API","q=fsQCA; type=dataset; per_page=100","https://dataverse.harvard.edu/api/search?q=fsQCA&type=dataset&per_page=100",0,"NA","no","La consulta exacta y variantes con per_page 25 y orden explícito respondieron HTTP 504; no se atribuyeron resultados a una respuesta inaccesible."
"B060","2026-08-11","estudios",1,"Harvard Dataverse API","q=fsQCA; type=dataset; per_page=100; start=0","https://dataverse.harvard.edu/api/search?q=fsQCA&type=dataset&per_page=100&start=0",44,"44","si","Reintento exacto HTTP 200: total_count=44, start=0 y 44 items en una sola página; se conservaron las 44 tarjetas y el intento 504 B039 como trazabilidad."
"B061","2026-08-11","estudios",2,"OpenAlex API","citas hacia delante de cada DOI E001-E017; resolución DOI exacta; primeros 10 citing works por semilla ordenados por cited_by_count desc","https://api.openalex.org/works",96,"238","no","Se resolvieron las 17 semillas y se conservaron 96 tarjetas: todas las citas cuando había hasta diez y las diez más citadas cuando el universo era mayor; total informado acumulado 238."
"B062","2026-08-11","estudios",2,"Crossref/OpenAlex API","referencias hacia atrás de E001, E008, E009, E012, E014, E015 y la guía QCA de Schneider y Wagemann; primeras 10 referencias identificables por semilla","https://api.openalex.org/works",70,"502","no","Se resolvieron diez referencias por cada una de siete semillas; los campos referenced_works informaron 502 referencias en total y se conservaron las 70 inspeccionadas."
"B063","2026-08-11","estudios",2,"Publicaciones y suplementos oficiales","DOI E001-E017 + supplementary material / replication data / data availability; inspección de enlaces oficiales de publicación y archivos","https://doi.org/",17,"17","si","Se reinspeccionaron las 17 publicaciones evaluadas previamente, sus enlaces Crossref y disponibilidad; no apareció un artefacto nuevo que cambiara decisiones congeladas."
"B064","2026-08-11","estudios",2,"DataCite API y repositorios institucionales","site:repositorio-institucional + DOI o título exacto para E001-E017; query exacta por DOI y, si no responde, por título","https://api.datacite.org/dois",1,"1","si","Las 17 consultas DOI exactas devolvieron un depósito: 10.7910/DVN/23637, duplicado ya vinculado a E005; las otras dieciséis informaron cero."
"B065","2026-08-11","estudios",2,"OpenAlex API","fsQCA encuesta Likert datos calibración tabla de verdad; search; per-page=25","https://api.openalex.org/works?search=fsQCA%20encuesta%20Likert%20datos%20calibraci%C3%B3n%20tabla%20de%20verdad&per-page=25",0,"0","si","La consulta española exacta respondió HTTP 200 con meta.count=0 y ninguna tarjeta."
"B066","2026-08-11","estudios",2,"OpenAlex API","fsQCA questionário Likert dados calibração tabela verdade; search; per-page=25","https://api.openalex.org/works?search=fsQCA%20question%C3%A1rio%20Likert%20dados%20calibra%C3%A7%C3%A3o%20tabela%20verdade&per-page=25",0,"0","si","La consulta portuguesa exacta respondió HTTP 200 con meta.count=0 y ninguna tarjeta."
"B067","2026-08-11","estudios",2,"OpenAlex API","fuzzy-set survey Likert replication data calibration truth table; search; per-page=25","https://api.openalex.org/works?search=fuzzy-set%20survey%20Likert%20replication%20data%20calibration%20truth%20table&per-page=25",25,"321","no","La consulta inglesa informó 321 coincidencias y se conservaron las 25 tarjetas del primer lote congelado."
"B068","2026-08-11","estudios",2,"Publicaciones OA oficiales","texto completo, data availability y suplementos de 10.1371/journal.pone.0271960; 10.1371/journal.pone.0311543; 10.1371/journal.pone.0316388; 10.1371/journal.pone.0323668; 10.3390/joitmc6030076; 10.3390/buildings12091349; 10.3389/fpsyg.2021.733319; 10.1057/s41599-025-05551-y","https://doi.org/",8,"8","si","Se abrieron los ocho textos: uno era grupo R1 y quedó duplicado; siete canónicos nuevos se evaluaron completamente y se excluyeron por datos brutos o resultado fsQCA ausentes."
"B040","2026-08-11","estudios",1,"OSF API nodes","filter[title][icontains]=fsQCA; page[size]=100","https://api.osf.io/v2/nodes/?filter%5Btitle%5D%5Bicontains%5D=fsQCA&page%5Bsize%5D=100",6,"6","si","HTTP 200; links.meta.total=6 y links.next=null. Los seis nodos fueron revisados."
"B041","2026-08-11","estudios",1,"DataCite API","query=fsQCA; resource-type-id=dataset; page[size]=100; page[number]=1","https://api.datacite.org/dois?query=fsQCA&resource-type-id=dataset&page%5Bsize%5D=100&page%5Bnumber%5D=1",100,"322","si","Página DataCite 1 de 4; meta.total=322 y 100 registros."
"B042","2026-08-11","estudios",1,"DataCite API","query=fsQCA; resource-type-id=dataset; page[size]=100; page[number]=2","https://api.datacite.org/dois?query=fsQCA&resource-type-id=dataset&page%5Bsize%5D=100&page%5Bnumber%5D=2",100,"322","si","Página DataCite 2 de 4; meta.total=322 y 100 registros."
"B043","2026-08-11","estudios",1,"DataCite API","query=fsQCA; resource-type-id=dataset; page[size]=100; page[number]=3","https://api.datacite.org/dois?query=fsQCA&resource-type-id=dataset&page%5Bsize%5D=100&page%5Bnumber%5D=3",100,"322","si","Página DataCite 3 de 4; meta.total=322 y 100 registros."
"B044","2026-08-11","estudios",1,"DataCite API","query=fsQCA; resource-type-id=dataset; page[size]=100; page[number]=4","https://api.datacite.org/dois?query=fsQCA&resource-type-id=dataset&page%5Bsize%5D=100&page%5Bnumber%5D=4",22,"322","si","Página DataCite 4 de 4; meta.total=322 y 22 registros; links.next=null."
"B045","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=0","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 0}; lote 1 de 11 con 100 registros."
"B046","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=100","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 100}; lote 2 de 11 con 100 registros."
"B047","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=200","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 200}; lote 3 de 11 con 100 registros."
"B048","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=300","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 300}; lote 4 de 11 con 100 registros."
"B049","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=400","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 400}; lote 5 de 11 con 100 registros."
"B050","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=500","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 500}; lote 6 de 11 con 100 registros."
"B051","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=600","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 600}; lote 7 de 11 con 100 registros."
"B052","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=700","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 700}; lote 8 de 11 con 100 registros."
"B053","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=800","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 800}; lote 9 de 11 con 100 registros."
"B054","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=900","https://api.figshare.com/v2/articles/search",100,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 900}; lote 10 de 11 con 100 registros."
"B055","2026-08-11","estudios",1,"Figshare API","search_for=fsQCA; limit=100; offset=1000","https://api.figshare.com/v2/articles/search",4,"NA","si","POST JSON {search_for: fsQCA, limit: 100, offset: 1000}; lote 11 de 11 con 4 registros; la página corta cerró la enumeración."
"B056","2026-08-11","estudios",1,"Dataverse global","q=fsQCA; type=dataset; per_page=100","https://dataverse.org/installations",0,"NA","no","Dataverse documenta búsqueda por instalación; el directorio global no ofrece un endpoint de consulta que enumere datasets de toda la red."
"B057","2026-08-11","estudios",1,"GESIS","fsQCA OR ""fuzzy-set qualitative comparative analysis""","https://search.gesis.org/?search=fsQCA%20OR%20%22fuzzy-set%20qualitative%20comparative%20analysis%22",0,"NA","no","La interfaz integrada no ofrece exportación/API estable del conjunto y no publica un total reproducible para esta consulta; se trató como rastreo no enumerable."
"B058","2026-08-11","estudios",1,"UK Data Service","fsQCA OR ""fuzzy-set qualitative comparative analysis""","https://datacatalogue.ukdataservice.ac.uk/Search/?Search=fsQCA%20OR%20%22fuzzy-set%20qualitative%20comparative%20analysis%22",0,"NA","no","La interfaz del catálogo no ofreció exportación o API estable del conjunto para la consulta; no se presentó como universo exhaustivo."
"B059","2026-08-11","estudios",1,"ICPSR","fsQCA OR ""fuzzy-set qualitative comparative analysis""","https://www.icpsr.umich.edu/web/ICPSR/search/studies?q=fsQCA%20OR%20%22fuzzy-set%20qualitative%20comparative%20analysis%22",0,"NA","no","ICPSR ofrece Metadata Export API, pero exige cuenta temporal de University of Michigan y credenciales solicitadas; sin credenciales no hubo enumeración pública atribuible y la interfaz se trató como rastreo."
"B069","2026-08-11","estudios",3,"Qualitative Data Repository API","q=fsQCA; type=dataset; per_page=100","https://data.qdr.syr.edu/api/search?q=fsQCA&type=dataset&per_page=100",0,"0","si","Repositorio institucional de Syracuse University: la API Dataverse respondió total_count=0; no generó tarjetas."
"B070","2026-08-11","estudios",3,"PLOS Search API","cuatro DOI con señal de suplemento de datos en el cribado R1: 10.1371/journal.pone.0291870, 10.1371/journal.pone.0315249, 10.1371/journal.pone.0320723, 10.1371/journal.pone.0325933","https://api.plos.org/search",4,"4","si","La ficha editorial oficial confirmó cuatro publicaciones fsQCA y sus identificadores de suplemento; las cuatro tarjetas se conservaron y se reabrieron en B071 para texto completo."
"B071","2026-08-11","estudios",3,"PLOS One: publicaciones y suplementos oficiales","texto completo, data availability y archivos S1 de los cuatro DOI B070","https://journals.plos.org/plosone/",4,"4","si","Se abrieron artículos y suplementos: tres CSV/ZIP con microdatos y un DOCX que sólo contiene cuestionario. No se incorporaron archivos de terceros al repositorio."
